ETid,Country,Date,Fine,Fine_cleaned,Controller,Quoted_Art,Type,Source,year
ETid-215,SPAIN,2020-02-28,"48,000",48000,"Vodafone ONO, S.A.U.",Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link,2020
ETid-133,SPAIN,2019,"48,000",48000,"TELEFONICA MOVILES ESPAÑA, S.A.U.",Art. 5 (1) a) GDPR,Non-compliance with general data processing principles,link,2019
ETid-132,SPAIN,2019,"48,000",48000,"VODAFONE ONO, S.A.U.",Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link,2019
ETid-1,AUSTRIA,2018-12-09,"4,800",4800,Betting place,Art. 13 GDPR,Insufficient fulfilment of information obligations,link,2018
ETid-1690,SPAIN,2023-03-15,480,480,Private individual,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,link,2023
ETid-1521,SPAIN,2022-12-09,480,480,Private individual,"Art. 6 GDPR, Art. 13 GDPR",Insufficient legal basis for data processing,link,2022
ETid-1391,SPAIN,2022-09-16,480,480,Private individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,link,2022
ETid-1374,SPAIN,2022-08-25,480,480,SERVICIOS PROFESIONALES LA PARADA S.L.,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,link,2022
ETid-384,ESTONIA,2020-08-17,48,48,Police Officer,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-612,THE NETHERLANDS,2020-12-10,"475,000",475000,Booking.com B.V.,Art. 33 GDPR,Insufficient fulfilment of data breach notification obligations,link,2020
ETid-102,POLAND,2019-10-16,"47,000",47000,ClickQuickNow,Art. 5 GDPR,Non-compliance with general data processing principles,link,2019
ETid-333,NORWAY,2020-07-10,"46,660",46660,Municipality of Rælingen,"Art. 32 GDPR, Art. 35 GDPR",Insufficient technical and organisational measures to ensure information security,link,2020
ETid-1115,IRELAND,2022-04-05,"463,000",463000,Bank of Ireland,"Art. 32 GDPR, Art. 33 GDPR, Art. 34 GDPR",Insufficient technical and organisational measures to ensure information security,link link,2022
ETid-1666,IRELAND,2023-01-23,"460,000",460000,Centric Health Ltd.,"Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 32 (1) GDPR",Non-compliance with general data processing principles,link,2023
ETid-1257,ITALY,2022-05-26,"46,000",46000,Azienda Sanitaria Locale Roma,"Art. 5 (1) c) GDPR, Art. 6 (1) c), d) GDPR, Art. 6 (2), (3) GDPR, Art. 9 (1), (2), (4) GDPR, Art. 2-ter (1), (2) Codice della privacy, Art. 2-septies (8) Codice della privacy",Insufficient legal basis for data processing,link,2022
ETid-583,POLAND,2021-01-15,"4,600",4600,Anwara Sp. z.o.o.,"Art. 31 GDPR, Art. 58 (1) a) GDPR",Insufficient cooperation with supervisory authority,link,2021
ETid-620,ITALY,2021-03-25,"4,500,000",4500000,Fastweb S.p.A.,"Art. 5 GDPR, Art. 6 GDPR, Art. 7 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 21 GDPR, Art. 24 GDPR, Art. 25 GDPR, Art. 32 GPDR, Art. 33 (1) GDPR, Art. 34 (1) GDPR",Non-compliance with general data processing principles,link,2021
ETid-751,THE NETHERLANDS,2021-05-31,"450,000",450000,UWV (Dutch employee insurance service provider),Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link,2021
ETid-485,IRELAND,2020-12-15,"450,000",450000,Twitter International Company,"Art. 33 (1), (5) GDPR",Insufficient fulfilment of data breach notification obligations,link,2020
ETid-1424,ITALY,2022-07-07,"45,000",45000,Senseonics Inc.,"Art. 5 (1) a), b), f) GDPR, Art. 6 GDPR, Art. 7 GDPR, Art. 9 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 27 GDPR",Non-compliance with general data processing principles,link link,2022
ETid-768,SPAIN,2021-07-12,"45,000",45000,"Telefónica Móviles España, S.A.U.",Art. 6 GDPR,Insufficient legal basis for data processing,link,2021
ETid-705,SPAIN,2021-05-21,"45,000",45000,"Telefónica de España, S.A.U",Art. 6 GDPR,Insufficient legal basis for data processing,link,2021
ETid-625,ITALY,2021-02-11,"45,000",45000,Istituti ospedalieri bergamaschi,"Art. 5 (1) a), f) GDPR, Art. 9 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2021
ETid-382,SPAIN,2020-07-31,"45,000",45000,Vodafone España SAU,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-1700,ROMANIA,2023-03-27,450,450,Private individual,"Art. 5 (1) a) GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2023
ETid-483,POLAND,2020-12-14,"443,000",443000,Virgin Mobile Polska,"Art. 5 (1) f), (2) GDPR, Art. 25 (1) GDPR, Art. 32 (1) b), d), (2) GDPR",Insufficient technical and organisational measures to ensure information security,link,2020
ETid-1678,FINLAND,2023-02-17,"440,000",440000,Suomen Asiakastieto Oy,Art. 58 (2) GDPR,Insufficient cooperation with supervisory authority,link link,2023
ETid-555,THE NETHERLANDS,2021-02-11,"440,000",440000,OLVG,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link link,2021
ETid-171,SPAIN,2020-01-07,"44,000",44000,"Vodafone España, S.A.U.",Art. 5 (1) f) GDPR,Non-compliance with general data processing principles,link,2020
ETid-267,POLAND,2020-03-09,"4,400",4400,Vis Consulting Sp. z o.o.,"Art. 31 GDPR, Art. 58 GDPR",Insufficient cooperation with supervisory authority,link,2020
ETid-1524,PORTUGAL,2022-11-02,"4,300,000",4300000,Portuguese National Statistical Institute,"Art. 5 (1) a) GDPR, Art. 9 (1) GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 28 (1), (6), (7) GDPR, Art. 35 (1), (2), (3) b) GDPR, Art. 44 GDPR, Art. 46 (2) GDPR",Non-compliance with general data processing principles,link link,2022
ETid-257,HUNGARY,2019-08-02,"4,290",4290,Public area maintenance company,"Art. 5 GDPR, Art. 6 GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,link,2019
ETid-1320,SPAIN,2022-08-02,"42,000",42000,Banco Bilbao Vizcaya Argentaria S.L.,Art. 6 GDPR,Insufficient legal basis for data processing,link,2022
ETid-1253,SPAIN,2022-05-24,"42,000",42000,Alquiler Seguro SA,Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2022
ETid-1179,SPAIN,2022-05-17,"42,000",42000,"Vodafone España, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2022
ETid-446,SPAIN,2020-11-16,"42,000",42000,"Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-444,SPAIN,2020-11-11,"42,000",42000,"Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-221,SPAIN,2020-03-03,"42,000",42000,"Vodafone España, S.A.U.","Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2020
ETid-210,SPAIN,2020-02-14,"42,000",42000,"Vodafone España, S.A.U.","Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2020
ETid-1143,SPAIN,2022-04-29,"4,200",4200,"CLÍNICA DENTAL SAN FRANCISCO, S.L.","Art. 17 GDPR, Art. 21 LSSI",Insufficient fulfilment of data subjects rights,link,2022
ETid-762,SPAIN,2021-07-06,"4,200",4200,Marbella Resorts S.L.,Art. 28 (3) GDPR,Insufficient data processing agreement,link,2021
ETid-263,ROMANIA,2020-03-25,"4,150",4150,Vodafone Romania,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link,2020
ETid-878,NORWAY,2021-10-18,"412,000",412000,Østre Toten municipality,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2021
ETid-724,LIECHTENSTEIN,2020,"4,100",4100,Unknown,Unknown,Non-compliance with general data processing principles,link,2020
ETid-1373,IRELAND,2022-09-05,"405,000,000",405000000,"Meta Platforms, Inc.","Art. 5 (1) a), c) GDPR, Art. 6 (1) GDPR, Art. 12 (1) GDPR, Art. 24 GDPR, Art. 25 (1), (2) GDPR, Art. 35 GDPR",Non-compliance with general data processing principles,link link,2022
ETid-858,NORWAY,2021-09-20,"40,200",40200,Høylandet Municipality,"Art. 32 (1) b), (2) GDPR",Insufficient technical and organisational measures to ensure information security,link,2021
ETid-872,AUSTRIA,2021,"4,000,000",4000000,Bank,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2021
ETid-1026,ITALY,2021-11-25,"400,000",400000,B&T S.p.A.,"Art. 5 (1) a) GDPR, Art. 6 (1) a) GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 21 GDPR",Insufficient legal basis for data processing,link link,2021
ETid-910,FRANCE,2021-11-04,"400,000",400000,Régie autonome des transports parisiens,"Art. 5 (1) c) GDPR, Art. 5 (1) e) GDPR, Art. 5 (2) GDPR, Art. 32 GDPR",Non-compliance with general data processing principles,link link,2021
ETid-902,THE NETHERLANDS,2021-11-12,"400,000",400000,Transavia,"Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security,link link,2021
ETid-829,ITALY,2021-07-22,"400,000",400000,Atac s.p.a.,"Art. 5 GDPR, Art. 6 GDPR, Art. 30 GDPR, Art. 32 GDPR",Non-compliance with general data processing principles,link link,2021
ETid-776,FRANCE,2021-07-26,"400,000",400000,Monsanto Company,"Art. 14 GDPR, Art. 28 GDPR",Insufficient fulfilment of information obligations,link,2021
ETid-45,PORTUGAL,2018-07-17,"400,000",400000,Public Hospital,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2018
ETid-24,FRANCE,2019-05-28,"400,000",400000,SERGIC (Real Estate),Art. 5 (1) e) GDPR,Insufficient technical and organisational measures to ensure information security,link,2019
ETid-1775,SPAIN,2023-03-10,"40,000",40000,"VODAFONE ONO, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2023
ETid-1767,GREECE,2023-02-20,"40,000",40000,Vodafone,"Art. 15 GDPR, Art. 33 GDPR",Insufficient fulfilment of data breach notification obligations,link,2023
ETid-1715,SPAIN,2023-03-21,"40,000",40000,"TITANIA COMPAÑÍA EDITORIAL, S.L.",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,link,2023
ETid-1714,SPAIN,2023-03-21,"40,000",40000,"EDITORIAL DE PRENSA CANARIA, S.A.",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,link,2023
ETid-1576,SPAIN,2023-01-16,"40,000",40000,"Thomas International Systems, S.A.",Art. 9 GDPR,Insufficient legal basis for data processing,link,2023
ETid-1514,ITALY,2022-11-10,"40,000",40000,Azienda Usl Valle d'Aosta,"Art. 5 (1) a), f) GDPR, Art. 9 GDPR, Art. 25 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link link,2022
ETid-1513,ITALY,2022-09-15,"40,000",40000,FCA Italy S.p.A.,"Art. 12 (1), (2), (3), (4) GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,link,2022
ETid-1360,SLOVAKIA,2021,"40,000",40000,Unknown,"Art. 5 (1) a) GDPR, Art. 5 (2) GDPR, Art. 28 GDPR",Non-compliance with general data processing principles,link,2021
ETid-1304,SPAIN,2022-07-22,"40,000",40000,"ESVETEL, S.L.","Art. 28 GDPR, Art. 48 (1) b) LGT",Insufficient fulfilment of data subjects rights,link,2022
ETid-1228,ITALY,2022-04-28,"40,000",40000,Il Sole 24 Ore S.p.a.,"Art. 5 GDPR, Art. 9 GDPR, Art. 12 GDPR",Insufficient fulfilment of data subjects rights,link,2022
ETid-1160,ITALY,2022-04-07,"40,000",40000,ISWEB S.p.A.,Art. 28 GDPR,Insufficient data processing agreement,link link,2022
ETid-1159,ITALY,2022-04-07,"40,000",40000,Azienda ospedaliera di Perugia,"Art. 5 (1) a), f) GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 25 GDPR, Art. 30 GDPR, Art. 32 GDPR, Art. 35 GDPR",Non-compliance with general data processing principles,link link,2022
ETid-1157,SPAIN,2022-04-28,"40,000",40000,"Working Capital Management España, S.L.",Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2022
ETid-1078,ITALY,2022-01-27,"40,000",40000,T.S.M. s.r.l.,"Art. 13 GDPR, Art. 15 GDPR, Art. 21 GDPR, Art. 157 Codice della privacy, Art. 166 (2) Codice della privacy",Insufficient fulfilment of data subjects rights,link,2022
ETid-936,SPAIN,2021-11-23,"40,000",40000,"Vodafone España, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2021
ETid-935,SPAIN,2021-11-23,"40,000",40000,"Vodafone España, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2021
ETid-914,SPAIN,2021-11-23,"40,000",40000,"Vodafone España, SAU",Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2021
ETid-908,SPAIN,2021-11-15,"40,000",40000,"Vodafone España, SAU",Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2021
ETid-889,SPAIN,2021-10-26,"40,000",40000,"VODAFONE SERVICIOS, S.L.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2021
ETid-888,SPAIN,2021-10-26,"40,000",40000,"VODAFONE SERVICIOS, S.L.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2021
ETid-881,SPAIN,2021-10-19,"40,000",40000,"Vodafone España, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2021
ETid-870,SPAIN,2021-10-13,"40,000",40000,"Vodafone España, S.A.U.","Art. 5 (1) f) GDPR, Art. 32 GDPR",Non-compliance with general data processing principles,link,2021
ETid-845,SPAIN,2021-09-14,"40,000",40000,"Vodafone España, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2021
ETid-831,CYPRUS,2021-09-06,"40,000",40000,AC Omonia,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link link,2021
ETid-830,CYPRUS,2021-09-06,"40,000",40000,APOEL FC,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link link,2021
ETid-808,ITALY,2021-06-10,"40,000",40000,aiComply S.r.l.,"Art. 28 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2021
ETid-807,ITALY,2021-06-10,"40,000",40000,Aeroporto Guglielmo Marconi di Bologna S.p.a.,"Art. 5 (1) f) GDPR, Art. 25 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2021
ETid-686,ITALY,2021-04-15,"40,000",40000,Comune di Palermo,"Art. 5 (1) f) GDPR, Art. 25 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2021
ETid-581,CYPRUS,2021-03-03,"40,000",40000,Electricity Authority of Cyprus,"Art. 6 (1) GDPR, Art. 9 (2) GDPR",Insufficient legal basis for data processing,link,2021
ETid-532,ITALY,2020-12-17,"40,000",40000,Miropass S.r.l.,"Art. 5 (1) a), e) GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 28 GDPR",Insufficient legal basis for data processing,link,2020
ETid-477,SPAIN,2020-12-09,"40,000",40000,Xfera Moviles S.A.,Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2020
ETid-458,SPAIN,2020-11-25,"40,000",40000,Miraclia Telecomunicaciones S.L.,"Art. 6 GDPR, Art. 13 GDPR, Art. 14 GDPR",Insufficient legal basis for data processing,link,2020
ETid-346,SPAIN,2020-07-20,"40,000",40000,Iberia Lae SA Operadora Unipersonal,Art. 58 GDPR,Insufficient cooperation with supervisory authority,link,2020
ETid-320,IRELAND,2020-06-30,"40,000",40000,Tusla Child and Family Agency,Art. 33 GDPR,Insufficient fulfilment of data breach notification obligations,link,2020
ETid-293,SPAIN,2020-06-09,"40,000",40000,"TELEFONICA MOVILES ESPAÑA, S.A.U.",Art. 6 GDPR,Insufficient legal basis for data processing,link,2020
ETid-222,SPAIN,2020-03-03,"40,000",40000,"Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-135,SPAIN,2019,"40,000",40000,"Vodafone España, S.A.U.",Art. 6 GDPR,Insufficient legal basis for data processing,link,2019
ETid-95,SLOVAKIA,Unknown,"40,000",40000,Slovak Telekom,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link,Unkn
ETid-1843,MALTA,2020,"4,000",4000,Unknown,"Art. 13 GDPR, Art. 15 GDPR, Regulation 9 S.L 586.01",Insufficient fulfilment of data subjects rights,link,2020
ETid-1740,ITALY,2023-03-23,"4,000",4000,Azienda socio-sanitaria locale n. 1 di Sassari,"Art. 5 GDPR, Art. 9 GPDR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2023
ETid-1691,SPAIN,2023-02-27,"4,000",4000,Attorney,"Art. 5 (1) f) GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2023
ETid-1684,ROMANIA,2023-03-15,"4,000",4000,Partidul Uniunea Salvați România,"Art. 32 (1) a) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security,link,2023
ETid-1654,ITALY,2022-11-24,"4,000",4000,Società Lombarda Sport s.r.l.,"Art. 5 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing,link,2022
ETid-1538,ITALY,2022-11-10,"4,000",4000,Villafranca di Verona municipality,"Art. 5 (1) a), c) GDPR, Art. 6 GDPR, Art. 2-ter Codice della privacy",Non-compliance with general data processing principles,link,2022
ETid-1435,ITALY,2022-09-01,"4,000",4000,Liceo Statale 'Edoardo Amaldi”,"Art. 5 GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 2-ter Codice della privacy, Art. 2-sexies Codice della privacy, Art. 2-septies (8) Codice della privacy",Insufficient legal basis for data processing,link,2022
ETid-1425,SPAIN,2022-10-09,"4,000",4000,PUNTO BADAL-BCN S.L.,"Art. 5 (1) f) GDPR, Art. 32 (1) GDPR",Insufficient technical and organisational measures to ensure information security,link,2022
ETid-1371,ROMANIA,2022-07-07,"4,000",4000,E Software Concept SRL,"Art. 32 (1) b), (2) GDPR, Art. 58 (1) a), e) GDPR",Insufficient technical and organisational measures to ensure information security,link,2022
ETid-1295,ITALY,2022-05-26,"4,000",4000,Università Agraria di Nettuno,"Art. 5 GDPR, Art. 6 GDPR, Art. 2-ter Codice della privacy",Insufficient legal basis for data processing,link,2022
ETid-1292,CROATIA,2022-07-21,"4,000",4000,Car dealership,Art. 27 (1) Zakona o provedbi Opće uredbe o zaštiti podataka,Insufficient fulfilment of information obligations,link,2022
ETid-1287,SPAIN,2022-07-19,"4,000",4000,Bookstore employee,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2022
ETid-1175,SPAIN,2022-05-17,"4,000",4000,INSEKT FOOD S.L.,Art. 6 GDPR,Insufficient legal basis for data processing,link,2022
ETid-1148,ROMANIA,2022-05-04,"4,000",4000,Concordia Capital IFN S.A.,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2022
ETid-1145,ROMANIA,2022-05-03,"4,000",4000,Megareduceri TV S.R.L.,Art. 58 (1) GDPR,Insufficient cooperation with supervisory authority,link,2022
ETid-1108,CYPRUS,2022-03-22,"4,000",4000,English School Cyprus,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link,2022
ETid-1069,POLAND,2021-12-01,"4,000",4000,Pactum Poland Sp. z o.o.,"Art. 31 GDPR, Art. 58 (1) e) GDPR",Insufficient cooperation with supervisory authority,link,2021
ETid-1067,ITALY,2022-01-13,"4,000",4000,Medicina & Lavoro s.r.l.,"Art. 12 (3) GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,link,2022
ETid-963,SPAIN,2021-12-17,"4,000",4000,CLUB DEPORTIVO RITMO DE ANDALUCÍA,"Art. 7 GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations,link,2021
